"co_prod"|"cod_parent"|"Nombre"|"presentacion"|"cont_rec"|"tipo_cont"|"dosis"|"cant_comp"|"cod_isp"|"vigencia"|"droga"|"grupo"|"temp"
6958|0|"GOFYL 100 mg"||1|6|0|0|"'NULL'"|1|"(Quetiapina)"|472|1
6959|6958||"30 comp."|1|6|1|1|"'NULL'"|1|"(Quetiapina)"||1
6960|0|"GOFYL 200 mg"||1|6|0|0|"'NULL'"|1|"(Quetiapina)"|472|1
6961|6960||"30 comp."|1|6|1|1|"'NULL'"|1|"(Quetiapina)"||1
6962|0|"GONACOR 5.000"||1|6|0|0|"'NULL'"|1|"(Gonadotrofina Cori�nica)"|271|1
6963|6962||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Gonadotrofina Cori�nica)"||1
6964|0|"GONAL-F 300 U.I. (22 mcg)/0,5 ml inyect."||1|6|0|0|"'NULL'"|1|"(Folitropina Alfa)"|0|5
6965|6964||"1 pluma"|1|6|165|48|"'NULL'"|1|"(Folitropina Alfa)"||5
6966|0|"GONAL-F 450 U.I. (33 mcg)/0,75 mL �inyect."||1|6|0|0|"'NULL'"|1|"(Folitropina Alfa)"|0|5
6967|6966||"1 vial"|1|6|105|11|"'NULL'"|1|"(Folitropina Alfa)"||5
6968|0|"GONAPEPTYL DAIL Y sol. inyect."||1|6|0|0|"'NULL'"|1|"(Triptorelina Acetato)"|0|5
6969|6968||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Triptorelina Acetato)"||5
6970|0|"GOTALGIC sol. Otica"||1|6|0|0|"'NULL'"|1|"(Betametasona//Lidocaina////Neomicina//Polim IXina B)"|0|3
6971|6970||"5 ml"|1|6|155|6|"'NULL'"|1|"(Betametasona//Lidocaina////Neomicina//Polimixina B)"||3
6972|0|"GOTELY c�ps."||1|6|0|0|"'NULL'"|1|"(Tamsulosina)"|521|2
6973|6972||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Tamsulosina)"||2
6974|0|"GOTELY DUO c�ps."||1|6|0|0|"'NULL'"|1|"(Dutasterida//Tamsulosina)"|173|1
6975|6974||"30 c�ps"|1|6|17|1|"'NULL'"|1|"(Dutasterida//Tamsulosina)"||1
6976|0|"GLIMEFOR XR 750 mg"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|1
6977|6976||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||1
6978|0|"GOVAL �1 mg/mL gotas"||1|6|0|0|"'NULL'"|1|"(Risperidona)"|485|2
6979|6978||"20 ml"|1|6|55|6|"'NULL'"|1|"(Risperidona)"||2
6980|0|"GOVAL 1 �comp."||1|6|0|0|"'NULL'"|1|"(Risperidona)"|485|2
6981|6980||"30 comp."|1|6|1|1|"'NULL'"|1|"(Risperidona)"||2
6982|0|"GOVAL 3 �comp."||1|6|0|0|"'NULL'"|1|"(Risperidona)"|485|2
6983|6982||"30 comp."|1|6|1|1|"'NULL'"|1|"(Risperidona)"||2
6984|0|"GREENGENE 500 �inyect."||1|6|0|0|"'NULL'"|1|"(Factor VIII de Coagulaci�n Humano)"|216|5
6985|6984||"1 vial"|1|6|105|11|"'NULL'"|1|"(Factor Viii De La Coagulaci�n)"||5
6986|0|"GRIFOCIPROX 500 mg"||1|4|0|0|"'NULL'"|1|"(Ciprofloxacino)"|154|2
6987|6986||"20 comp."|1|4|1|1|"'NULL'"|1|"(Ciprofloxacino)"||2
6988|0|"GRIFOCLOBAM 10 mg"||1|1|0|0|"'NULL'"|1|"(Clobazam)"|165|1
6989|6988||"20 comp."|1|1|1|1|"'NULL'"|1|"(Clobazam)"||1
6990|0|"GRIFODILZEM 60 mg"||1|6|0|0|"'NULL'"|1|"(Diltiazem)"|153|2
6991|6990||"60 comp."|1|6|1|1|"'NULL'"|1|"(Diltiazem)"||2
6992|0|"GRIFOPARKIN comp."||1|6|0|0|"'NULL'"|1|"(Carbidopa//Levodopa)"|0|2
6993|6992||"30 comp."|1|6|1|1|"'NULL'"|1|"(Carbidopa//Levodopa)"||2
6994|0|"GOVOLYX 10.8 mg implante subcut (LP)"||1|6|0|0|"'NULL'"|1|"(Goserelina)"|272|1
6995|6994||"1 set"|1|6|214|1|"'NULL'"|1|"(Goserelina)"||1
6996|0|"GRAFALON �20 mg/mL"||1|6|0|0|"'NULL'"|1|"(Inmunoglobulina Antilinfocitos T Humanos)"|0|5
6997|6996||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Inmunoglobulina Antilinfocitos T Humanos)"||5
6998|0|"GRANISETR�N �1 mg/mL"||1|6|0|0|"'NULL'"|1|"(Granisetr�n)"|274|3
6999|6998||"10 amp"|1|6|90|17|"'NULL'"|1|"(Granisetr�n)"||3
7000|0|"GRANISETR�N �3 mg/3 mL"||1|6|0|0|"'NULL'"|1|"(Granisetr�n)"|274|3
7001|7000||"1 amp"|1|6|90|17|"'NULL'"|1|"(Granisetr�n)"||3
7002|0|"GRINTEROL c�ps. 250 mg"||1|6|0|0|"'NULL'"|1|"(Acido Ursodeoxicolico)"|28|2
7003|7002||"20 c�ps"|1|6|17|1|"'NULL'"|1|"(Acido Ursodeoxicolico)"||2
7004|0|"GRIPALIV D�A comp."||1|6|0|0|"'NULL'"|1|"(Fenilefrina//Paracetamol)"|221|2
7005|7004||"10 comp."|1|6|1|1|"'NULL'"|1|"(Fenilefrina//Paracetamol)"||2
7006|0|"GRIPALIV D�A Y NOCHE comp."||1|6|0|0|"'NULL'"|1|"(Carbinoxamina//Fenilefrina//Paracetamol)"|0|2
7007|7006||"30 comp."|1|6|1|1|"'NULL'"|1|"(Carbinoxamina//Fenilefrina//Paracetamol)"||2
7008|0|"GRIPALIV NOCHE comp."||1|6|0|0|"'NULL'"|1|"(Carbinoxamina//Fenilefrina//Paracetamol)"|0|2
7009|7008||"10 comp."|1|6|1|1|"'NULL'"|1|"(Carbinoxamina//Fenilefrina//Paracetamol)"||2
7010|0|"GREEN VIII �250 U.I. inyect."||1|6|0|0|"'NULL'"|1|"(Factor VIII de Coagulaci�n Humano)"|216|5
7011|7010||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Factor Viii De La Coagulaci�n)"||5
7012|0|"GONAL-F �75 U.I. (5,5 mcg)"||1|6|0|0|"'NULL'"|1|"(Folitropina Alfa)"|0|3
7013|7012||"1 pluma"|1|6|165|40|"'NULL'"|1|"(Folitropina Alfa)"||3
7014|0|"GONAL-F �900 U.I. (66 mcg)/1,5 mL"||1|6|0|0|"'NULL'"|1|"(Folitropina Alfa)"|0|5
7015|7014||"1 pluma"|1|6|165|40|"'NULL'"|1|"(Folitropina Alfa)"||5
7016|7014||"3 plumas"|1|6|165|40|"'NULL'"|1|"(Folitropina Alfa)"||5
7017|0|"GRISEOFULVINA 500 mg"||1|6|0|0|"'NULL'"|1|"(Griseofulvina)"|275|9
7018|7017||"20 comp."|1|6|1|1|"'NULL'"|1|"(Griseofulvina)"||9
7019|0|"GUTRON 2.5 mg"||1|6|0|0|"'NULL'"|1|"(Midodrina)"|0|1
7020|7019||"20 comp."|1|6|1|1|"'NULL'"|1|"(Midodrina)"||1
7021|0|"GUTRON 5 mg"||1|6|0|0|"'NULL'"|1|"(Midodrina)"|0|1
7022|7021||"10 comp."|1|6|1|1|"'NULL'"|1|"(Midodrina)"||1
7023|0|"GYNACOHEEL N sol. oral para gotas"||1|6|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|1
7024|7023||"30 ml"|1|6|55|6|"'NULL'"|1|"(Sin Informaci�n)"||1
7025|0|"GYNERA 75/20 grageas"||1|6|0|0|"'NULL'"|1|"(Etinilestradiol//Gestodeno)"|203|8
7026|7025||"21 grageas"|1|6|9|1|"'NULL'"|1|"(Etinilestradiol//Gestodeno)"||8
7027|0|"GYNOFER FOL comp."||1|6|0|0|"'NULL'"|1|"(Acido F�lico//Hierro Hidroxido)"|0|2
7028|7027||"30 comp."|1|6|1|1|"'NULL'"|1|"(Acido F�lico//Hierro Hidroxido)"||2
7029|0|"GYNOACTIVA comp."||1|6|0|0|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"|187|1
7030|7029||"21 comp."|1|6|1|1|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"||1
7031|0|"GRUBEN jarabe"||1|5|0|0|"'NULL'"|1|"(Codeina)"|201|1
7032|7031||"200 ml"|1|5|90|17|"'NULL'"|1|"(Codeina)"||1
7033|0|"GYNORELLE"||1|6|0|0|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"|187|1
7034|7033||"28 comp."|1|6|1|1|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"||1
7035|0|"GYNORELLE 30"||1|6|0|0|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"|187|1
7036|7035||"21 comp."|1|6|1|1|"'NULL'"|1|"(Clormadinona//Etinilestradiol)"||1
7037|0|"GYNOSTAT 20"||1|6|0|0|"'NULL'"|1|"(Desogestrel//Etinilestradiol)"|132|2
7038|7037||"21 comp."|1|6|1|1|"'NULL'"|1|"(Desogestrel//Etinilestradiol)"||2
7039|0|"HALDOL 1 mg"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|1
7040|7039||"20 comp."|1|6|1|1|"'NULL'"|1|"(Haloperidol)"||1
7041|0|"HALDOL 5mg"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|6
7042|7041||"25 comp."|1|6|1|1|"'NULL'"|1|"(Haloperidol)"||6
7043|0|"HALDOL 2mg/ml �gotas orales"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|2
7044|7043||"15 ml"|1|6|55|6|"'NULL'"|1|"(Haloperidol)"||2
7045|0|"HALDOL 5mg/ml sol.inyect."||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|2
7046|7045||"1 amp"|1|6|90|17|"'NULL'"|1|"(Haloperidol)"||2
7047|0|"HALDOL DECANOAS 50mg/ml inyect."||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|2
7048|7047||"1 amp"|1|6|90|17|"'NULL'"|1|"(Haloperidol)"||2
7049|0|"HALDOL �10 mg"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|6
7050|7049||"20 tab"|1|6|26|1|"'NULL'"|1|"(Haloperidol)"||6
7051|0|"HALITA"||1|7|0|0|"'NULL'"|1|"(Enjuague Bucal)"|0|9
7052|7051||"500 ml"|1|7|206|6|"'NULL'"|1|"(Enjuague Bucal)"||9
7053|0|"HALOPERIDOL 5mg/ml inyect."||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|2
7054|7053||"1 amp"|1|6|90|17|"'NULL'"|1|"(Haloperidol)"||2
7055|7053||"3 amp"|1|6|90|17|"'NULL'"|1|"(Haloperidol)"||2
7056|7053||"10 amp"|1|6|90|17|"'NULL'"|1|"(Haloperidol)"||2
7057|0|"HALOPERIDOL 1 mg"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|1
7058|7057||"30 comp."|1|6|1|1|"'NULL'"|1|"(Haloperidol)"||1
7059|0|"HALOPERIDOL 5 mg"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|1
7060|7059||"20 comp."|1|6|1|1|"'NULL'"|1|"(Haloperidol)"||1
7061|0|"HALOPERIDOL 2mg/ml �gotas orales"||1|6|0|0|"'NULL'"|1|"(Haloperidol)"|276|2
7062|7061||"15 ml"|1|6|55|6|"'NULL'"|1|"(Haloperidol)"||2
7063|0|"HARVONI comp. REC"||1|6|0|0|"'NULL'"|1|"(Ledipasvir//Sofosbuvir)"|0|2
7064|7063||"28 comp."|1|6|1|1|"'NULL'"|1|"(Ledipasvir//Sofosbuvir)"||2
7065|0|"HASSAPIRIN 500 mg"||1|7|0|0|"'NULL'"|1|"(Acido Acetilsalic�lico)"|0|1
7066|7065||"30 comp."|1|7|1|1|"'NULL'"|1|"(Acido Acetilsalic�lico)"||1
7067|0|"HASSAPIRIN CARDIO 100 mg"||1|7|0|0|"'NULL'"|1|"(Acido Acetilsalic�lico)"|0|1
7068|7067||"30 comp."|1|7|1|1|"'NULL'"|1|"(Acido Acetilsalic�lico)"||1
7069|7067||"90 comp."|1|7|1|1|"'NULL'"|1|"(Acido Acetilsalic�lico)"||1
7070|0|"HAVRIX ADULTO vac antihepatitis A"||1|6|0|0|"'NULL'"|1|"(Vacuna Hepatitis A)"|557|5
7071|7070||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Vacuna Hepatitis A)"||5
7072|0|"HAVRIX JUNIOR vac antihepatitis A"||1|6|0|0|"'NULL'"|1|"(Vacuna Hepatitis A)"|557|5
7073|7072||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Vacuna Hepatitis A)"||5
7074|0|"HAXPA 500 U/1 mL vac antihepatitis A"||1|6|0|0|"'NULL'"|1|"(Vacuna Hepatitis A)"|557|5
7075|7074||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Vacuna Hepatitis A)"||5
7076|0|"HAXPA 250 U/0.5 mL vac antihepatitis A"||1|6|0|0|"'NULL'"|1|"(Vacuna Hepatitis A)"|557|5
7077|7076||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Vacuna Hepatitis A)"||5
7078|0|"HAIRCLIN 3 mg �c�ps. blandas"||1|6|0|0|"'NULL'"|1|"(Ivermectina)"|316|1
7079|7078||"2 c�ps"|1|6|17|1|"'NULL'"|1|"(Ivermectina)"||1
7080|0|"HAIRCLIN �6 mg/ml gotas orales"||1|6|0|0|"'NULL'"|1|"(Ivermectina)"|316|1
7081|7080||"20 ml"|1|6|55|6|"'NULL'"|1|"(Ivermectina)"||1
7082|0|"HEADOL 500 mg comp."||1|7|0|0|"'NULL'"|1|"(Paracetamol)"|439|1
7083|7082||"24 comp."|1|7|1|1|"'NULL'"|1|"(Paracetamol)"||1
7084|0|"HEADOL PLUS 400/33"||1|6|0|0|"'NULL'"|1|"(Cafeina//Paracetamol)"|0|1
7085|7084||"20 comp."|1|6|1|1|"'NULL'"|1|"(Cafeina//Paracetamol)"||1
7086|0|"HEADOL comp.NOCHE comp."||1|6|0|0|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"|182|1
7087|7086||"10 comp."|1|6|1|1|"'NULL'"|1|"(Clorfenamina//Paracetamol//Pseudoefedrina)"||1
7088|0|"HEADOL FLU DIA polvo para sol. oral"||1|7|0|0|"'NULL'"|1|"(Paracetamol//Cafe�na//Noscapina// Acido Asc�rbico)"|0|1
7089|7088||"60 sobres"|1|7|75|1|"'NULL'"|1|"(Paracetamol//Cafe�na//Noscapina// Acido Asc�rbico)"||1
7090|0|"HEADOL FLU NOCHE polvo para sol. oral"||1|7|0|0|"'NULL'"|1|"(Paracetamol//Cafe�na//Paracetamol//Noscapina// Acido Asc�rbico)"|0|1
7091|7090||"60 sobres"|1|7|75|1|"'NULL'"|1|"(Paracetamol//Cafe�na//Paracetamol//Noscapina// Acido Asc�rbico)"||1
7092|0|"HEADOL MUJER comp."||1|7|0|0|"'NULL'"|1|"(Mepiramina//Pamabron//Paracetamol)"|363|1
7093|7092||"10 comp."|1|7|1|1|"'NULL'"|1|"(Mepiramina//Pamabron//Paracetamol)"||1
7094|0|"HEADOL PEDIATRICO sol. oral para gotas"||1|7|0|0|"'NULL'"|1|"(Paracetamol)"|439|1
7095|7094||"15 ml"|1|7|55|6|"'NULL'"|1|"(Paracetamol)"||1
7096|0|"HEBERBIOVAC HB 20 mcg/dosis"||1|6|0|0|"'NULL'"|1|"(Vacuna Hepatitis B)"|0|5
7097|7096||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Vacuna Hepatitis B)"||5
7098|0|"HEBERIN"||1|7|0|0|"'NULL'"|1|"(Hedera Hel IX)"|277|1
7099|7098||"100 ml"|1|7|35|6|"'NULL'"|1|"(Hedera Helix)"||1
7100|0|"HEDILAR FORTE"||1|7|0|0|"'NULL'"|1|"(Hedera Hel IX)"|277|1
7101|7100||"60 ml"|1|7|35|6|"'NULL'"|1|"(Hedera Helix)"||1
7102|0|"HEDILAR jarabe"||1|7|0|0|"'NULL'"|1|"(Hedera Hel IX)"|277|1
7103|7102||"120 ml"|1|7|35|6|"'NULL'"|1|"(Hedera Helix)"||1
7104|0|"HEEL-KIT sol. oral para gotas"||1|6|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|1
7105|7104||"30 ml"|1|6|55|6|"'NULL'"|1|"(Sin Informaci�n)"||1
7106|0|"HEMOVAL F"||1|6|0|0|"'NULL'"|1|"(Acido F�lico//Hierropolimaltosa)"|0|8
7107|7106||"40 comp."|1|6|1|1|"'NULL'"|1|"(Acido F�lico//Hierropolimaltosa)"||8
7108|0|"HELIOFOL 1 mg"||1|6|0|0|"'NULL'"|1|"(Acido F�lico)"|17|1
7109|7108||"30 comp."|1|6|1|1|"'NULL'"|1|"(Acido F�lico)"||1
7110|0|"HELIOFOL 5 mg"||1|6|0|0|"'NULL'"|1|"(Acido F�lico)"|17|1
7111|7110||"30 comp."|1|6|1|1|"'NULL'"|1|"(Acido F�lico)"||1
7112|0|"HEMOVAL 100 mg"||1|6|0|0|"'NULL'"|1|"(Hierro Hidr�xido)"|288|2
7113|7112||"40 comp."|1|6|1|1|"'NULL'"|1|"(Hierro Hidroxido)"||2
7114|0|"HEMOVAL �50 mg/mL gotas"||1|6|0|0|"'NULL'"|1|"(Hierro Hidr�xido)"|288|1
7115|7114||"30 ml"|1|6|55|6|"'NULL'"|1|"(Hierro Hidroxido)"||1
7116|0|"HEPABIL"||1|7|0|0|"'NULL'"|1|"(Colina//Ext de Bilis//Boldo//Inositol//Menadiona//Pancreatina)"|0|6
7117|7116||"20 grageas"|1|7|9|1|"'NULL'"|1|"(Colina//Ext De Bilis//Boldo//Inositol//Menadiona//Pancreatina)"||6
7118|0|"HEPAR COMPOSITUM N sol. inyect."||1|6|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|1
7119|7118||"5 amp"|1|6|90|17|"'NULL'"|1|"(Sin Informaci�n)"||1
7120|0|"HEPARINA S�DICA 25.000 U.I./5 mL inyect."||1|6|0|0|"'NULL'"|1|"(Heparina)"|0|3
7121|7120||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Heparina)"||3
7122|0|"HEPARINA S�DICA 5.000 U.I./5 mL inyect."||1|6|0|0|"'NULL'"|1|"(Heparina)"|0|2
7123|7122||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Heparina)"||2
7124|0|"HEPARINA 50.000 U.I./10 ml"||1|6|0|0|"'NULL'"|1|"(Heparina)"|0|1
7125|7124||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Heparina)"||1
7126|0|"HEPARINA �1000 UI/ml"||1|6|0|0|"'NULL'"|1|"(Heparina)"|0|2
7127|7126||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Heparina)"||2
7128|0|"HEPEEL comp. sublinguales"||1|7|0|0|"'NULL'"|1|"(Sin Informaci�n)"|"Sin Info"|1
7129|7128||"50 comp."|1|7|1|1|"'NULL'"|1|"(Sin Informaci�n)"||1
7130|0|"HEPTA 1000 U.I. / 0,5 mL"||1|6|0|0|"'NULL'"|1|"(Epoetina Alfa)"|186|5
7131|7130||"1 jeringa prellenada"|1|6|165|48|"'NULL'"|1|"(Epoetina Alfa)"||5
7132|0|"HERCEPTIN �440 mg perfusi�n."||1|6|0|0|"'NULL'"|1|"(Trastuzumab)"|544|5
7133|7132||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Trastuzumab)"||5
7134|0|"HERCEPTIN ��150 mg perfusi�n"||1|6|0|0|"'NULL'"|1|"(Trastuzumab)"|544|5
7135|7134||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Trastuzumab)"||5
7136|0|"HERCEPTIN ��600 mg perfusi�n"||1|6|0|0|"'NULL'"|1|"(Trastuzumab)"|544|5
7137|7136||"1 fco amp"|1|6|105|29|"'NULL'"|1|"(Trastuzumab)"||5
7138|0|"HEROLAN"||1|4|0|0|"'NULL'"|1|"(Beclometasona//Salbutamol)"|82|8
7139|7138||"200 dosis"|1|4|178|6|"'NULL'"|1|"(Beclometasona//Salbutamol)"||8
7140|0|"HEXALECTOL comp."||1|6|0|0|"'NULL'"|1|"(Acido Glutamico//Piridoxina)"|0|1
7141|7140||"50 comp."|1|6|1|1|"'NULL'"|1|"(Acido Glutamico//Piridoxina)"||1
7142|0|"HIALTEARS 0.4% sol. oft�lmica"||1|6|0|0|"'NULL'"|1|"(Acido Hialur�nico)"|22|2
7143|7142||"5 ml"|1|6|142|6|"'NULL'"|1|"(Acido Hialuronico)"||2
7144|7142||"10 ml"|1|6|142|6|"'NULL'"|1|"(Acido Hialuronico)"||2
7145|7142||"15 ml"|1|6|142|6|"'NULL'"|1|"(Acido Hialuronico)"||2
7146|0|"HIDRALAZINA 50 mg"||1|6|0|0|"'NULL'"|1|"(Hidralazina)"|0|1
7147|7146||"20 comp."|1|6|1|1|"'NULL'"|1|"(Hidralazina)"||1
7148|0|"HIDRASEC 10 mg �sol. oral"||1|6|0|0|"'NULL'"|1|"(Racecadotrilo)"|474|1
7149|7148||"18 sobres"|1|6|75|1|"'NULL'"|1|"(Racecadotrilo)"||1
7150|0|"HIDRASEC 30 mg �sol. oral"||1|6|0|0|"'NULL'"|1|"(Racecadotrilo)"|474|1
7151|7150||"18 sobres"|1|6|75|1|"'NULL'"|1|"(Racecadotrilo)"||1
7152|0|"HIDRASEC 100 mg c�ps."||1|6|0|0|"'NULL'"|1|"(Racecadotrilo)"|474|1
7153|7152||"9 c�ps"|1|6|17|1|"'NULL'"|1|"(Racecadotrilo)"||1
7154|0|"HIDRIUM"||1|6|0|0|"'NULL'"|1|"(Amilorida//Furosemida)"|0|1
7155|7154||"20 comp."|1|6|1|1|"'NULL'"|1|"(Amilorida//Furosemida)"||1
7156|0|"HIDROCLOROTIAZIDA �50 mg"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida)"|278|1
7157|7156||"20 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida)"||1
7158|0|"HIDROCORTISONA 100 sol. inyect."||1|4|0|0|"'NULL'"|1|"(Hidrocortisona)"|283|1
7159|7158||"1 fco amp"|1|4|105|29|"'NULL'"|1|"(Hidrocortisona)"||1
7160|0|"HIDRORONOL"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida)"|278|1
7161|7160||"24 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida)"||1
7162|0|"HIDRORONOL T"||1|6|0|0|"'NULL'"|1|"(Hidroclorotiazida//Triamtereno)"|0|1
7163|7162||"24 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Triamtereno)"||1
7164|7162||"60 comp."|1|6|1|1|"'NULL'"|1|"(Hidroclorotiazida//Triamtereno)"||1
7165|0|"HIDROXICARBAMIDA 500 mg"||1|6|0|0|"'NULL'"|1|"(Hidroxicarbamida)"|284|1
7166|7165||"10 c�ps"|1|6|17|1|"'NULL'"|1|"(Hidroxicarbamida)"||1
7167|7165||"100 c�ps"|1|6|17|1|"'NULL'"|1|"(Hidroxicarbamida)"||1
7168|0|"HIEDRIX 35 mg/ 5 mL"||1|6|0|0|"'NULL'"|1|"(Hedera Hel IX)"|277|2
7169|7168|||1|6|35|6|"'NULL'"|1|"(Hedera Helix)"||2
7170|0|"HIEDRIX 70 mg/ 5 mL"||1|7|0|0|"'NULL'"|1|"(Hedera Hel IX)"|277|2
7171|7170||"100 ml"|1|7|35|6|"'NULL'"|1|"(Hedera Helix)"||2
7172|0|"HIPERFLEX K"||1|7|0|0|"'NULL'"|1|"(Condroitina//Glucosamina)"|206|1
7173|7172||"30 comp."|1|7|1|1|"'NULL'"|1|"(Condroitina//Glucosamina)"||1
7174|0|"HIPERFLEX K FORTE"||1|7|0|0|"'NULL'"|1|"(Condroitina//Glucosamina)"|206|1
7175|7174||"30 comp."|1|7|1|1|"'NULL'"|1|"(Condroitina//Glucosamina)"||1
7176|0|"HIPERFLEX-UD"||1|7|0|0|"'NULL'"|1|"(Condroitina//Glucosamina)"|206|1
7177|7176||"35 sachets"|1|7|75|1|"'NULL'"|1|"(Condroitina//Glucosamina)"||1
7178|0|"HIPERFLEX FORTE"||1|7|0|0|"'NULL'"|1|"(Condroitina//Glucosamina)"|206|1
7179|7178||"30 comp."|1|7|1|1|"'NULL'"|1|"(Condroitina//Glucosamina)"||1
7180|0|"HIDROXIZINA �20 mg"||1|6|0|0|"'NULL'"|1|"(Hidroxizina)"|286|9
7181|7180||"20 comp."|1|6|1|1|"'NULL'"|1|"(Hidroxizina)"||9
7182|0|"HIDROXIZINA 10 mg/5 mL jarabe"||1|6|0|0|"'NULL'"|1|"(Hidroxizina)"|286|9
7183|7182||"120 ml"|1|6|35|6|"'NULL'"|1|"(Hidroxizina)"||9
7184|0|"HIPOGLOS"||1|7|135|48|"'NULL'"|1|"(Aceite de Hipoglos//Oxido de Zinc)"|0|1
7185|7184||"35 gr"|1|7|135|48|"'NULL'"|1|"(Aceite De Hipoglos//Oxido De Zinc)"||1
7186|7184||"60 gr"|1|7|135|48|"'NULL'"|1|"(Aceite De Hipoglos//Oxido De Zinc)"||1
7187|7184||"72 gr"|1|7|135|48|"'NULL'"|1|"(Aceite De Hipoglos//Oxido De Zinc)"||1
7188|7184||"100 gr"|1|7|135|48|"'NULL'"|1|"(Aceite De Hipoglos//Oxido De Zinc)"||1
7189|7184||"120 gr"|1|7|135|48|"'NULL'"|1|"(Aceite De Hipoglos//Oxido De Zinc)"||1
7190|0|"HIPOGLUCIN 850 mg"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|2
7191|7190||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7192|7190||"60 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7193|0|"HIPOGLUCIN 1000 mg"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|2
7194|7193||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7195|0|"HIPOGLUCIN 1000 LP"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|2
7196|7195||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7197|0|"HIPOGLUCIN 500 LP"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|2
7198|7197||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7199|7197||"60 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7200|0|"HIPOGLUCIN 750 LP"||1|6|0|0|"'NULL'"|1|"(Metformina)"|371|2
7201|7200||"30 comp."|1|6|1|1|"'NULL'"|1|"(Metformina)"||2
7202|0|"HIPOGLUCIN D A 250/2.5"||1|6|0|0|"'NULL'"|1|"(Glibenclamida//Metformina)"|262|1
7203|7202||"30 comp."|1|6|1|1|"'NULL'"|1|"(Glibenclamida//Metformina)"||1
7204|0|"HIPOGLUCIN D A 500/5"||1|6|0|0|"'NULL'"|1|"(Glibenclamida//Metformina)"|262|1
7205|7204||"30 comp."|1|6|1|1|"'NULL'"|1|"(Glibenclamida//Metformina)"||1
7206|0|"HIPOLIXAN 10 mg"||1|6|0|0|"'NULL'"|1|"(Atorvastatina)"|71|1
7207|7206||"30 comp."|1|6|1|1|"'NULL'"|1|"(Atorvastatina)"||1
7208|7206||"60 comp."|1|6|1|1|"'NULL'"|1|"(Atorvastatina)"||1
7209|0|"HIPOLIXAN 20 mg"||1|6|0|0|"'NULL'"|1|"(Atorvastatina)"|71|1
7210|7209||"30 comp."|1|6|1|1|"'NULL'"|1|"(Atorvastatina)"||1
7211|0|"HIPOLIXAN 40 mg"||1|6|0|0|"'NULL'"|1|"(Atorvastatina)"|71|1
